Symbol,National Common Name,Author,Family
3813,2975,615,77
3813,2971,4920,77
3814,2974,51,77
3815,2974,4921,77
3816,2975,3006,77
3816,2972,4922,77
3817,2976,305,77
3817,2971,4923,77
3817,2971,4924,77
3817,2976,4925,77
3817,2971,4926,77
3817,2971,4927,77
3818,2977,173,77
3818,2979,3,77
3818,2972,4928,77
3818,2972,4929,77
3819,2978,758,77
3820,2979,387,77
3821,2980,4897,77
3822,2981,4930,77
3823,2981,4931,77
3823,2980,4932,77
3823,2983,4933,77
3823,2983,4934,77
3823,2983,4935,77
3823,2983,4936,77
3823,2983,4937,77
3823,2983,4938,77
3823,2983,4939,77
3824,2982,4940,77
3824,2983,4941,77
3824,2980,170,77
3824,2983,4942,77
3824,2986,3725,77
3824,2983,4943,77
3824,2983,4944,77
3825,2983,538,77
3825,2986,259,77
3825,2984,4945,77
3826,2984,2148,77
3827,2985,2049,78
3828,2986,51,78
3828,2986,40,78
3828,2986,4946,78
3828,2986,4947,78
3828,2986,214,78
3828,2986,4948,78
3829,2987,51,78
3829,2991,214,78
3830,2988,2566,79
3831,2989,3419,79
3831,2989,4196,79
3831,2991,4949,79
3831,2989,16,79
3831,2991,4950,79
3831,2993,4951,79
3832,2990,4196,79
3833,2991,1,79
3833,2993,4952,79
3833,2991,180,79
3834,2992,4953,80
3835,2993,4954,80
3836,2994,1369,80
3836,2996,2,80
3837,2995,4955,80
3838,2996,4956,80
3838,2995,4957,80
3839,2995,4958,80
3840,2995,4959,80
3840,2995,4960,80
3841,2995,4961,80
3842,2995,4962,80
3842,2996,4963,80
3843,2997,1475,80
3844,2998,4964,80
3845,2999,3284,80
3846,3000,51,80
3846,2999,4965,80
3846,2999,4966,80
3846,2999,4967,80
3846,2999,4968,80
3846,3001,4969,80
3847,3001,3982,80
3848,3002,40,80
3848,3007,952,80
3849,3003,2,80
3850,3003,4970,80
3850,3007,305,80
3850,3003,31,80
3851,3004,1,80
3852,3005,22,80
3853,3006,31,80
3853,3004,31,80
3854,3007,16,80
3854,3007,387,80
3854,3005,40,80
3854,3007,4971,80
3854,3010,387,80
3854,3010,305,80
3855,3008,2,80
3856,3009,4972,80
3857,3010,4973,80
3858,3009,4974,80
3859,3009,4975,80
3859,3010,4976,80
3859,3012,2,80
3860,3011,6,80
3860,3011,4977,80
3860,3010,4978,80
3861,3012,1,80
3862,3013,2003,80
3863,3014,51,80
3863,3016,4979,80
3864,3015,2012,80
3865,3016,51,80
3866,3016,4980,80
3867,3017,3995,80
3868,3018,4981,80
3868,3017,4982,80
3868,3017,4983,80
3868,3017,3593,80
3869,3019,31,80
3869,3018,4984,80
3869,3018,4985,80
3869,3018,4986,80
3870,3020,3007,80
3871,3021,3014,80
3872,3021,51,80
3873,3022,51,80
3873,3020,4987,80
3873,3020,4988,80
3873,3020,4989,80
3873,3020,4990,80
3873,3020,4991,80
3873,3020,4992,80
3873,3020,4993,80
3873,3019,4994,80
3873,3021,51,80
3873,3022,51,80
3873,3019,1050,80
3873,3023,4995,80
3874,3023,3219,80
3875,3023,4996,80
3876,3024,51,80
3876,3025,4997,80
3876,3026,4998,80
3876,3026,4999,80
3876,3026,5000,80
3876,3026,5001,80
3876,3026,5002,80
3876,3024,51,80
3876,3024,51,80
3877,3025,4942,80
3877,3026,4998,80
3878,3026,5003,80
3879,3027,5004,80
3880,3027,5005,80
3880,3027,5003,80
3880,3027,5006,80
3881,3027,5007,80
3882,3027,5008,80
3882,3028,40,80
3882,3034,180,80
3882,3034,953,80
3883,3028,5009,80
3884,3029,51,80
3885,3029,5010,80
3886,3030,5011,80
3886,3038,2194,80
3887,3031,31,80
3887,3031,5012,80
3887,3031,5013,80
3887,3031,5014,80
3887,3032,5015,80
3888,3032,51,80
3889,3033,2,80
3890,3033,5016,80
3891,3034,2,80
3892,3034,5017,80
3893,3034,5018,80
3894,3035,3019,80
3895,3036,2026,80
3896,3037,2035,80
3897,3038,40,80
3898,3039,51,80
3899,3039,39,80
3900,3040,51,80
3900,3039,51,80
3901,3041,21,80
3902,3042,0,80
3902,3042,1,80
3903,3043,3,80
3904,3044,3023,80
3905,3045,51,80
3906,3046,5019,80
3906,3047,5020,80
3906,3047,5021,80
3907,3047,51,80
3908,3048,5003,80
3909,3049,2,80
3910,3050,16,80
3911,3050,5022,80
3912,3051,807,80
3913,3052,5023,80
3914,3052,5024,80
3915,3052,5025,80
3915,3052,5026,80
3915,3052,5027,80
3915,3052,5028,80
3915,3052,5029,80
3915,3052,5030,80
3915,3052,5031,80
3915,3052,5032,80
3916,3052,5033,80
3916,3049,54,80
3916,3053,5034,80
3917,3052,5035,80
3917,3053,5036,80
3918,3053,2,80
3919,3054,2026,80
3920,3055,2,80
3920,3055,5037,80
3921,3056,1014,80
3922,3057,1,80
3923,3058,16,80
3923,3060,16,80
3924,3059,31,80
3925,3060,5038,80
3926,3061,2,80
3927,3062,5039,80
3927,3062,5040,80
3928,3063,290,80
3928,3059,3190,80
3929,3064,16,80
3930,3065,7,80
3931,3066,16,80
3932,3066,5041,80
3933,3067,51,80
3933,3068,5042,80
3933,3068,5043,80
3933,3068,5044,80
3933,3068,5045,80
3934,3068,51,80
3935,3068,5046,80
3936,3069,1547,80
3937,3069,5047,80
3937,3069,5048,80
3938,3069,5049,80
3939,3069,5050,80
3940,3069,5051,80
3940,3069,5052,80
3941,3069,5053,80
3941,3070,5054,80
3941,3066,5003,80
3942,3070,4179,80
3943,3071,3198,80
3944,3072,733,80
3945,3073,146,80
3945,3071,5055,80
3946,3074,40,80
3947,3074,5056,80
3947,3076,387,80
3947,3076,387,80
3947,3075,1538,80
3947,3074,5057,80
3947,3074,5058,80
3947,3074,5059,80
3947,3074,5060,80
3947,3074,5061,80
3947,3074,5062,80
3947,3074,31,80
3947,3076,387,80
3947,3076,387,80
3948,3075,2,80
3949,3076,51,80
3950,3076,5063,80
3950,3078,5064,80
3950,3078,5065,80
3950,3078,5066,80
3950,3078,3453,80
3951,3077,5067,80
3951,3078,3453,80
3951,3078,5068,80
3951,3078,5069,80
3951,3078,5070,80
3951,3081,2,80
3951,3078,5071,80
3952,3078,409,80
3953,3078,5072,80
3953,3078,5073,80
3954,3078,5074,80
3955,3079,324,80
3956,3080,2105,80
3957,3081,2,80
3958,3082,51,80
3958,3082,507,80
3958,3082,5075,80
3958,3082,5076,80
3959,3083,2142,80
3960,3084,2,80
3961,3085,4062,81
3962,3086,5077,82
3963,3087,5078,82
3963,3086,5079,82
3963,3086,5080,82
3964,3088,5081,82
3964,3086,5082,82
3964,3088,5083,82
3964,3088,5084,82
3965,3089,51,82
3966,3090,51,82
3966,3089,5085,82
3966,3091,5086,82
3967,3091,186,82
3967,3091,5087,82
3967,3091,5088,82
3967,3091,5089,82
3967,3093,5090,82
3968,3092,5090,82
3969,3093,5091,82
3969,3091,5092,82
3970,3094,1,82
3970,3093,5093,82
3971,3095,51,82
3972,3096,5094,82
3973,3097,362,82
3973,3093,5095,82
3973,3094,5096,82
3974,3086,3075,82
3975,3098,5097,82
3975,3096,51,82
3975,3096,5098,82
3975,3096,5099,82
3976,3099,5100,83
3976,3096,31,83
3976,3100,5101,83
3977,3100,5102,83
3978,3101,5103,83
3978,3097,2017,83
3979,3102,5104,84
3979,3097,1375,84
3979,3103,5105,84
3979,3103,5106,84
3980,3103,51,84
3981,3104,3118,84
3982,3105,219,85
3982,3104,5107,85
3983,3106,193,85
3984,3106,5108,85
3985,3106,5109,85
3985,3107,5110,85
3985,3107,5111,85
3985,3107,193,85
3985,3104,313,85
3985,3107,5112,85
3986,3107,193,85
3987,3108,193,85
3988,3109,5113,85
3988,3107,193,85
3989,3110,4613,85
3990,3111,5114,85
3990,3117,387,85
3991,3110,5115,85
3991,3117,387,85
3991,3117,387,85
3992,3112,193,85
3993,3112,5116,85
3993,3114,31,85
3994,3113,5117,85
3994,3112,5118,85
3994,3113,5119,85
3994,3112,5120,85
3994,3112,5121,85
3994,3120,1944,85
3994,3120,139,85
3994,3120,1944,85
3995,3114,5122,85
3995,3118,46,85
3996,3115,1831,85
3997,3116,5123,85
3997,3126,16,85
3997,3121,186,85
3998,3117,1181,85
3999,3118,387,85
4000,3119,193,85
4001,3120,193,85
4002,3121,193,85
4003,3122,193,85
4004,3123,2137,85
4005,3124,51,85
4005,3124,5124,85
4006,3125,3124,85
4007,3126,5125,85
4007,3127,5126,85
4008,3127,193,85
4008,3128,5127,85
4009,3128,193,85
4010,3129,193,85
4011,3129,5128,85
4012,3130,3998,85
4013,3130,5129,85
4014,3131,3007,85
4015,3132,586,85
4016,3133,4144,85
4017,3134,193,85
4018,3135,5130,85
4019,3135,5131,85
4019,3136,16,85
4019,3135,5132,85
4019,3135,5133,85
4019,3136,5134,85
4019,3136,5135,85
4019,3136,5136,85
4020,3135,5137,85
4020,3135,5138,85
4020,3136,5139,85
4021,3136,5138,85
4022,3137,5140,85
4022,3137,5141,85
4022,3139,5142,85
4023,3138,4911,85
4024,3139,3989,85
4025,3140,5143,85
4026,3141,40,85
4026,3142,893,85
4026,3142,3534,85
4027,3142,894,85
4028,3143,3,85
4029,3143,2,85
4030,3144,5141,85
4031,3145,2254,85
4032,3146,5144,85
4033,3147,982,85
4034,3148,2303,85
4035,3149,193,85
4035,3147,5145,85
4036,3150,51,85
4037,3150,5146,85
4037,3145,40,85
4037,3149,305,85
4037,3148,5147,85
4037,3149,155,85
4038,3151,1791,85
4039,3152,2231,85
4040,3152,5148,85
4040,3149,709,85
4040,3148,5149,85
4040,3151,40,85
4040,3150,5150,85
4040,3150,5151,85
4040,3150,5152,85
4040,3152,5153,85
4040,3152,5154,85
4040,3152,5155,85
4040,3152,5156,85
4040,3153,562,85
4040,3152,5157,85
4041,3153,2231,85
4041,3151,51,85
4041,3152,5158,85
4041,3153,141,85
4041,3155,5159,85
4041,3155,5160,85
4041,3155,5161,85
4041,3158,5162,85
4041,3158,5163,85
4041,3157,1218,85
4041,3158,5164,85
4041,3160,5165,85
4042,3154,429,85
4043,3155,3797,85
4044,3156,3062,85
4045,3157,3751,85
4046,3158,193,85
4047,3159,193,85
4047,3160,5166,85
4047,3160,5167,85
4047,3160,5168,85
4047,3160,5169,85
4048,3160,193,85
4048,3161,128,85
4048,3160,5170,85
4049,3161,313,85
4050,3162,1170,85
4051,3163,5171,85
4051,3164,46,85
4052,3164,2224,85
4053,3165,537,85
4054,3166,193,85
4054,3165,5172,85
4054,3165,5173,85
4055,3167,538,85
4056,3167,5174,85
4056,3166,5175,85
4056,3166,5176,85
4056,3168,5177,85
4056,3168,5178,85
4056,3168,941,85
4056,3168,51,85
4057,3168,3198,85
4058,3169,4646,85
4059,3170,2402,85
4060,3171,1942,85
4060,3171,193,85
4061,3172,5179,85
4061,3171,193,85
4062,3173,5180,85
4063,3173,5181,85
4063,3173,387,85
4064,3174,3250,85
4065,3175,319,85
4065,3175,5182,85
4066,3176,2271,85
4067,3177,155,85
4068,3177,5183,85
4068,3173,515,85
4068,3173,1440,85
4068,3177,5184,85
4069,3178,2067,85
4070,3179,2279,85
4070,3180,40,85
4070,3177,1393,85
4071,3180,5185,85
4071,3180,5186,85
4071,3177,186,85
4072,3181,68,86
4072,3181,3848,86
4072,3181,3418,86
4073,3182,1303,86
4074,3182,5187,86
4074,3183,5188,86
4074,3181,5189,86
4074,3183,5190,86
4075,3182,5191,86
4075,3184,5192,86
4076,3183,155,86
4077,3184,5193,86
4077,3185,3924,86
4077,3184,5194,86
4077,3184,5195,86
4078,3185,31,86
4078,3186,5196,86
4079,3186,3903,86
4080,3187,5197,86
4080,3186,5198,86
4080,3186,5199,86
4081,3188,3892,86
4081,3185,3848,86
4081,3189,5200,86
4081,3185,3418,86
4082,3189,5201,86
4082,3183,5202,86
4082,3184,305,86
4082,3190,5203,86
4083,3190,51,86
4083,3185,280,86
4083,3192,5204,86
4084,3191,1196,87
4085,3191,2388,87
4086,3192,3419,87
4087,3193,5205,87
4087,3193,5206,87
4088,3194,5207,87
4089,3195,31,87
4090,3196,5208,87
4090,3192,1050,87
4090,3192,387,87
4090,3193,5209,87
4090,3193,5210,87
4090,3193,5211,87
4090,3198,5212,87
4090,3198,5213,87
4090,3198,5214,87
4091,3197,51,87
4092,3198,46,87
4093,3199,5215,87
4094,3200,5216,87
4095,3201,5217,87
4095,3201,5218,87
4096,3202,5219,87
4096,3202,4291,87
4097,3203,5215,87
4098,3204,193,87
4099,3205,5220,87
4100,3204,5221,87
4101,3206,133,87
4102,3207,5222,87
4102,3207,5223,87
4102,3207,5224,87
4103,3208,5220,87
4104,3209,586,87
4105,3210,476,87
4105,3210,5225,87
4106,3211,5226,87
4106,3212,4291,87
4107,3212,449,87
4108,3212,5227,87
4108,3212,4254,87
4108,3212,5228,87
4109,3212,5229,87
4109,3213,5230,87
4109,3212,5231,87
4110,3212,5232,87
4110,3213,5233,87
4110,3215,562,87
4111,3213,3573,87
4112,3214,1603,87
4113,3214,5234,87
4113,3214,5235,87
4113,3214,5236,87
4114,3215,5213,87
4115,3216,5237,87
4116,3217,5230,87
4116,3216,5230,87
4117,3218,305,87
4118,3219,421,87
4118,3231,1834,87
4119,3220,36,87
4120,3220,5238,87
4120,3215,5239,87
4121,3221,681,87
4121,3216,5240,87
4121,3219,5241,87
4122,3222,2,87
4123,3223,324,87
4123,3213,5242,87
4123,3222,5243,87
4124,3224,31,87
4125,3225,193,87
4126,3226,2,87
4127,3227,3,87
4128,3228,2,87
4129,3228,5244,87
4130,3229,51,88
4130,3233,5245,88
4130,3233,5246,88
4130,3233,5247,88
4130,3233,5248,88
4130,3233,5249,88
4130,3233,5250,88
4130,3233,5251,88
4131,3230,3195,88
4132,3231,173,89
4132,3233,5252,89
4133,3232,3560,89
4133,3233,5253,89
4133,3237,146,89
4134,3233,2907,89
4135,3234,5254,89
4135,3235,5255,89
4135,3237,324,89
4136,3235,227,89
4137,3236,2,89
4137,3237,5256,89
4137,3237,5257,89
4138,3237,586,89
4139,3238,4325,89
4140,3239,5258,89
4140,3240,5259,89
4140,3240,5260,89
4140,3240,5261,89
4140,3240,5262,89
4141,3240,4922,89
4142,3241,3571,90
4143,3242,3872,90
4144,3243,3873,90
4145,3244,5263,90
4145,3244,5264,90
4146,3245,2,90
4147,3246,5265,90
4148,3247,5266,91
4148,3246,5267,91
4148,3244,5123,91
4148,3247,5268,91
4149,3248,5269,91
4149,3247,5270,91
4149,3247,5271,91
4149,3247,5272,91
4150,3249,193,91
4151,3250,5273,91
4151,3253,2,91
4152,3251,2,91
4153,3252,193,91
4154,3253,2,91
4155,3254,193,91
4156,3255,3050,91
4156,3255,5274,91
4156,3259,4385,91
4157,3256,2,91
4158,3257,2079,91
4159,3258,2,91
4160,3259,733,91
4161,3260,5275,91
4161,3262,5276,91
4161,3262,5277,91
4161,3262,5278,91
4161,3262,3050,91
4161,3265,51,91
4162,3261,359,91
4162,3261,2,91
4163,3262,1167,91
4164,3263,2,91
4164,3265,5279,91
4165,3264,193,91
4166,3265,2,91
4167,3266,756,91
4168,3266,5280,91
4168,3267,5281,91
4169,3267,2343,91
4170,3268,2343,91
4171,3269,397,91
4171,3267,2,91
4172,3270,397,91
4172,3269,2,91
4173,3271,2193,91
4174,3272,5282,91
4174,3271,2,91
4175,3273,5283,91
4175,3271,2115,91
4175,3273,5284,91
4175,3271,941,91
4176,3274,2763,91
4177,3275,193,91
4178,3276,3213,91
4179,3277,5285,91
4179,3274,5286,91
4180,3278,16,91
4180,3277,5287,91
4181,3279,51,91
4181,3279,5288,91
4182,3280,4786,91
4182,3275,193,91
4183,3281,4786,91
4183,3275,193,91
4184,3282,3,91
4185,3283,5289,91
4185,3276,31,91
4186,3284,3024,91
4187,3285,4506,91
4187,3282,5290,91
4188,3286,5291,91
4188,3280,2,91
4188,3279,5292,91
4189,3287,5293,91
4189,3279,5294,91
4189,3279,5295,91
4189,3279,5296,91
4190,3268,5295,91
4191,3288,3,91
4192,3268,5297,91
4193,3289,1856,91
4193,3288,194,91
4194,3290,51,91
4195,3291,5291,91
4195,3279,5298,91
4195,3279,5299,91
4195,3288,597,91
4196,3292,51,91
4196,3288,51,91
4196,3288,5300,91
4196,3288,5301,91
4197,3293,5302,91
4197,3288,2012,91
4198,3294,2532,91
4199,3295,5291,91
4199,3297,2,91
4200,3296,2292,91
4201,3297,280,91
4201,3288,586,91
4201,3298,5303,91
4201,3294,1996,91
4201,3298,5304,91
4202,3298,2522,91
4203,3299,3,91
4204,3300,2,91
4205,3301,2,91
4206,3301,5305,91
4207,3302,5306,91
4207,3303,5307,91
4208,3303,51,91
4209,3304,51,91
4209,3299,51,91
4209,3303,5308,91
4209,3303,5309,91
4210,3305,2,91
4211,3306,2,91
4212,3307,5310,91
4212,3306,5311,91
4213,3308,5312,91
4213,3306,5313,91
4214,3309,5268,91
4214,3297,234,91
4214,3307,5314,91
4214,3307,5315,91
4214,3309,5316,91
4214,3309,5317,91
4214,3309,5318,91
4214,3297,234,91
4214,3309,5319,91
4214,3309,5320,91
4215,3310,1393,91
4216,3311,4786,91
4217,3310,5321,91
4217,3310,449,91
4217,3311,5322,91
4217,3311,5323,91
4218,3310,5324,91
4218,3312,5325,91
4219,3312,1218,91
4220,3312,5326,91
4221,3313,2017,91
4221,3312,5327,91
4221,3312,5328,91
4221,3312,5329,91
4221,3313,5330,91
4221,3313,5331,91
4221,3313,5332,91
4222,3314,2,91
4223,3315,5333,91
4223,3315,5334,91
4224,3315,5335,91
4224,3315,5336,91
4225,3314,5337,91
4226,3315,5338,91
4226,3315,5339,91
4227,3315,5340,91
4227,3316,5341,91
4228,3316,4805,91
4229,3317,1926,91
4230,3317,5342,91
4230,3316,5343,91
4230,3316,5344,91
4231,3317,5345,91
4231,3316,5346,91
4232,3318,2,91
4232,3334,2499,91
4232,3317,5347,91
4232,3318,5348,91
4232,3318,5349,91
4232,3319,5350,91
4232,3319,5351,91
4232,3319,5352,91
4232,3319,5353,91
4232,3319,5354,91
4232,3319,5355,91
4232,3321,5356,91
4233,3319,5357,91
4234,3320,2017,91
4235,3321,5358,91
4235,3323,5359,91
4236,3320,5360,91
4237,3322,46,91
4238,3323,597,91
4239,3324,1315,91
4240,3325,305,91
4241,3326,2,91
4242,3327,5361,91
4242,3327,5362,91
4243,3326,5363,91
4244,3328,2,91
4245,3329,3344,92
4246,3330,4962,92
4247,3331,5364,92
4247,3334,3731,92
4247,3334,2165,92
4247,3334,3781,92
4247,3331,5365,92
4247,3334,3781,92
4247,3329,5366,92
4247,3329,5367,92
4247,3329,5368,92
4248,3332,51,93
4248,3333,5369,93
4249,3333,2985,93
4250,3334,2240,94
4251,3335,357,94
4252,3336,3304,95
4253,3336,51,95
4253,3337,5370,95
4254,3337,3422,95
4255,3338,5371,95
4255,3338,5372,95
4255,3338,945,95
4256,3339,3422,96
4257,3340,51,96
4257,3341,5373,96
4258,3341,5374,96
4258,3338,288,96
4259,3342,5375,96
4260,3343,2891,96
4261,3344,51,96
4261,3343,3368,96
4262,3345,51,97
4262,3343,1810,97
4262,3343,1721,97
4262,3343,3453,97
4262,3345,1343,97
4262,3345,387,97
4262,3344,5376,97
4262,3345,214,97
4262,3344,5377,97
4262,3344,5378,97
4262,3344,5379,97
4262,3344,5380,97
4262,3345,170,97
4262,3348,5381,97
4263,3346,3269,97
4264,3347,40,97
4265,3348,2181,97
4266,3349,51,98
4266,3350,5382,98
4266,3350,5383,98
4266,3348,51,98
4267,3350,1039,98
4267,3349,31,98
4267,3349,31,98
4267,3349,31,98
4267,3349,31,98
4268,3351,4315,98
4269,3352,5384,99
4269,3352,173,99
4269,3353,5385,99
4269,3353,5386,99
4269,3353,5387,99
4269,3353,5388,99
4270,3353,5389,99
4271,3353,5390,99
4271,3352,1156,99
4272,3354,3476,99
4273,3355,51,99
4273,3353,5391,99
4273,3352,3656,99
4273,3354,5392,99
4273,3353,5393,99
4274,3356,31,100
4274,3356,5394,100
4274,3358,215,100
4275,3357,305,100
4275,3359,5395,100
4275,3360,387,100
4275,3359,215,100
4275,3360,387,100
4276,3358,5100,100
4276,3359,5396,100
4277,3359,193,100
4278,3359,5397,100
4278,3361,5398,100
4279,3360,3316,100
4280,3361,193,100
4281,3361,5399,100
4281,3364,1884,100
4282,3361,5400,100
4283,3362,3,100
4284,3363,2,100
4285,3364,215,100
4286,3365,51,100
4287,3365,5401,100
4287,3364,5402,100
4287,3367,215,100
4288,3365,5403,100
4289,3365,5404,100
4290,3366,2246,100
4291,3367,205,100
4291,3366,2,100
4292,3368,2204,100
4293,3369,5405,100
4294,3369,5406,100
4294,3368,1,100
4295,3370,2300,100
4296,3371,280,100
4296,3368,409,100
4297,3372,5407,100
4297,3372,5408,100
4298,3373,51,100
4299,3374,3318,100
4300,3375,5409,100
4301,3376,313,100
4301,3372,5410,100
4302,3377,215,100
4303,3378,193,100
4304,3379,2,100
4305,3380,51,100
4305,3375,5411,100
4306,3381,3426,100
4306,3371,229,100
4307,3382,193,100
4308,3383,2,100
4309,3384,5412,100
4309,3368,374,100
4309,3368,387,100
4309,3380,215,100
4309,3380,215,100
4309,3381,5413,100
4309,3381,5414,100
4309,3380,215,100
4309,3378,5415,100
4309,3378,5416,100
4309,3381,5402,100
4309,3368,482,100
4309,3368,482,100
4309,3381,5402,100
4309,3384,5417,100
4309,3384,5413,100
4309,3384,5409,100
4309,3368,3229,100
4309,3387,5418,100
4309,3387,5419,100
4309,3368,1039,100
4309,3387,5420,100
4309,3387,5419,100
4310,3385,5421,100
4310,3380,1,100
4311,3386,5402,100
4311,3380,215,100
4311,3389,5422,100
4311,3389,5423,100
4312,3387,229,100
4312,3380,215,100
4312,3380,215,100
4312,3380,215,100
4312,3381,3061,100
4312,3388,5402,100
4312,3389,5424,100
4312,3388,5402,100
4312,3389,5419,100
4312,3389,5419,100
4312,3388,193,100
4313,3388,5425,100
4313,3390,155,100
4313,3390,5426,100
4314,3389,51,100
4314,3390,5427,100
4314,3390,5424,100
4315,3390,5428,100
4316,3391,5429,100
4316,3390,5430,100
4316,3398,1303,100
4317,3391,5431,100
4317,3398,1475,100
4317,3396,205,100
4317,3394,31,100
4317,3395,2,100
4317,3390,5432,100
4317,3398,736,100
4318,3392,5433,100
4318,3398,922,100
4318,3396,215,100
4318,3402,155,100
4318,3394,40,100
4318,3392,5434,100
4318,3392,5435,100
4318,3392,5402,100
4318,3390,5436,100
4318,3406,4430,100
4318,3389,5437,100
4318,3389,5438,100
4318,3406,2571,100
4318,3394,5439,100
4318,3394,5440,100
4318,3394,5402,100
4318,3406,4430,100
4318,3390,5441,100
4318,3390,5442,100
4319,3393,51,100
4320,3393,5443,100
4320,3394,5444,100
4321,3394,5445,100
4321,3399,215,100
4322,3395,0,100
4323,3395,5446,100
4323,3406,3187,100
4324,3395,5447,100
4324,3406,1944,100
4324,3400,1,100
4325,3395,5448,100
4325,3395,5449,100
4325,3395,5450,100
4326,3396,598,100
4326,3402,597,100
4327,3397,5402,100
4327,3399,215,100
4327,3402,5402,100
4328,3394,2288,100
4329,3398,193,100
4329,3401,229,100
4330,3399,229,100
4331,3400,1221,100
4332,3401,3,100
4333,3402,5451,100
4333,3403,5452,100
4334,3403,5453,100
4334,3403,5454,100
4335,3404,5455,100
4335,3403,5456,100
4335,3401,215,100
4336,3405,219,100
4337,3406,5457,100
4337,3403,2,100
4337,3403,1,100
4337,3406,5458,100
4337,3405,205,100
4337,3406,5459,100
4338,3407,2136,101
4339,3408,5460,101
4339,3409,68,101
4339,3409,5461,101
4339,3406,4893,101
4340,3409,3194,101
4341,3410,86,101
4341,3409,5462,101
4342,3411,3378,101
4343,3412,407,101
4344,3412,5463,101
4344,3410,180,101
4344,3411,5464,101
4344,3412,5465,101
4344,3412,5466,101
4344,3412,5467,101
4344,3411,5468,101
4344,3411,5469,101
4344,3412,5470,101
4344,3412,5471,101
4344,3412,5472,101
4344,3412,5473,101
4344,3413,5474,101
4345,3413,40,102
4346,3413,5475,102
4346,3414,5476,102
4346,3414,2,102
4346,3415,5477,102
4346,3414,5478,102
4346,3414,5479,102
4346,3416,1,102
4347,3414,2235,102
4348,3415,215,102
4348,3415,5480,102
4349,3416,3359,102
4350,3416,5481,102
4351,3416,5482,102
4351,3415,143,102
4352,3417,3318,102
4353,3418,1,102
4353,3418,5483,102
4354,3419,359,102
4354,3418,5484,102
4354,3418,5485,102
4354,3418,5486,102
4354,3420,5487,102
4355,3420,5488,102
4356,3421,2,102
4357,3422,5485,102
4358,3423,1,102
4358,3422,5489,102
4358,3422,5490,102
4358,3422,5491,102
4358,3422,5492,102
4359,3424,5493,102
4360,3425,2,102
4360,3424,5493,102
4360,3424,5494,102
4360,3426,5495,102
4360,3426,5496,102
4360,3416,237,102
4361,3426,2,102
4361,3428,5497,102
4362,3427,5498,103
4362,3415,305,103
4362,3428,5498,103
4362,3428,5499,103
4363,3428,5500,103
4364,3429,5501,103
4364,3429,5502,103
4364,3429,5503,103
4364,3417,359,103
4364,3430,5504,103
4364,3430,5505,103
4365,3430,5506,103
4365,3423,4842,103
4366,3431,5507,103
4366,3430,5508,103
4366,3431,5509,103
4366,3431,5510,103
4367,3431,5511,103
4367,3431,5512,103
4367,3431,5513,103
4367,3425,359,103
4367,3432,5514,103
4367,3433,5515,103
4367,3431,803,103
4367,3433,5516,103
4368,3432,5517,103
4369,3433,5518,103
4369,3433,5519,103
4370,3433,5520,103
4370,3424,2,103
4371,3434,5521,103
4371,3433,5522,103
4371,3433,5523,103
4371,3431,5169,103
4372,3435,5524,103
4372,3428,36,103
4372,3435,5525,103
4372,3435,31,103
4373,3436,5526,103
4374,3436,5527,103
4374,3424,1,103
4374,3434,5528,103
4375,3437,5517,103
4375,3429,2,103
4376,3438,5529,103
4377,3438,5530,103
4377,3438,5531,103
4377,3439,5532,103
4377,3439,5533,103
4378,3438,5534,103
4378,3432,385,103
4379,3439,5535,103
4379,3439,5536,103
4379,3439,5537,103
4380,3440,5538,103
4380,3439,5539,103
4380,3440,5540,103
4381,3438,5541,103
4381,3441,5542,103
4382,3441,5543,103
4382,3442,5544,103
4383,3442,5545,103
4383,3443,5546,103
4384,3443,5546,103
4385,3444,5547,103
4385,3444,5547,103
4385,3445,5548,103
4386,3445,5545,103
4386,3445,5546,103
4387,3446,5546,103
4387,3446,5549,103
4388,3447,5550,103
4389,3447,5551,103
4389,3435,2,103
4389,3447,5552,103
4390,3447,5553,103
4390,3447,5554,103
4390,3443,46,103
4390,3451,180,103
4390,3435,2,103
4390,3448,5555,103
4390,3448,5556,103
4391,3448,5557,103
4391,3448,5558,103
4391,3448,5559,103
4391,3451,3836,103
4391,3451,586,103
4391,3450,5560,103
4391,3450,5561,103
4392,3449,4220,103
4393,3450,4489,103
4394,3451,5562,103
4394,3451,193,103
4394,3451,5563,103
4394,3451,5564,103
4395,3452,5565,103
4396,3453,5562,103
4396,3451,193,103
4397,3454,5562,103
4397,3451,193,103
4398,3455,5524,103
4398,3459,36,103
4399,3452,5566,103
4399,3461,139,103
4399,3455,5567,103
4399,3451,1884,103
4400,3456,5562,103
4400,3461,193,103
4401,3457,5562,103
4401,3461,193,103
4402,3458,5524,103
4403,3458,5568,103
4403,3462,929,103
4403,3458,5569,103
4403,3451,5570,103
4404,3458,5571,103
4404,3443,36,103
4404,3451,5572,103
4405,3459,5573,103
4405,3459,5574,103
4405,3459,5575,103
4405,3462,387,103
4405,3460,5576,103
4405,3459,40,103
4405,3460,5577,103
4406,3460,5545,103
4407,3460,5578,103
4407,3460,5579,103
4408,3460,5580,103
4408,3461,5546,103
4409,3461,5581,103
4409,3451,5582,103
4409,3461,180,103
4409,3451,5583,103
4409,3461,5584,103
4410,3462,5498,103
4411,3462,5585,103
4411,3462,305,103
4411,3454,5586,103
4411,3461,5498,103
4412,3463,5587,103
4413,3463,3313,103
